12
12
254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
254 255 255  254 255 255  254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
254 255 255  254 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255
