30
15
255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  237 28 36  237 28 36  237 28 36  237 28 36  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  255 255 255  237 28 36  237 28 36  0 0 0  0 0 0  237 28 36  237 28 36  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  0 0 0  0 0 0  237 28 36  237 28 36  237 28 36  237 28 36  237 28 36  237 28 36  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  255 255 255  239 228 176  239 228 176  239 228 176  239 228 176  239 228 176  239 228 176  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  255 255 255  239 228 176  237 28 36  239 228 176  239 228 176  237 28 36  239 228 176  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  255 255 255  239 228 176  239 228 176  239 228 176  239 228 176  239 228 176  239 228 176  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  239 228 176  237 28 36  237 28 36  239 228 176  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  34 177 76  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  34 177 76  255 255 255  255 255 255  
255 255 255  34 177 76  34 177 76  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  34 177 76  34 177 76  255 255 255  
255 255 255  34 177 76  34 177 76  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  34 177 76  34 177 76  255 255 255  
255 255 255  34 177 76  34 177 76  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  34 177 76  34 177 76  255 255 255  
255 255 255  34 177 76  34 177 76  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  34 177 76  34 177 76  255 255 255  
255 255 255  34 177 76  34 177 76  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  34 177 76  34 177 76  255 255 255  
255 255 255  239 228 176  239 228 176  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  239 228 176  239 228 176  255 255 255  
255 255 255  255 255 255  255 255 255  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  63 72 204  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  185 122 87  185 122 87  185 122 87  185 122 87  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  255 255 255  0 0 0  0 0 0  0 0 0  0 0 0  255 255 255  0 0 0  0 0 0  0 0 0  0 0 0  255 255 255  255 255 255  255 255 255  
255 255 255  255 255 255  0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  255 255 255  255 255 255  255 255 255  
